segment_id,timestamp,zone,congestion_index,seasonal_z,iso_score,iso_anomaly,z_anomaly,anomaly_agreement,incident_count
SEG014,2024-07-13 08:00:00,South,0.7914,1.253,-0.0011,1,0,0,0
SEG014,2024-07-15 08:00:00,South,0.894,1.028,-0.0555,1,0,0,0
SEG014,2024-07-15 16:00:00,South,0.7896,0.486,-0.016,1,0,0,0
SEG014,2024-07-16 17:00:00,South,0.8936,0.533,-0.0594,1,0,0,0
SEG014,2024-07-16 18:00:00,South,0.8062,0.009,-0.0134,1,0,0,0
SEG014,2024-07-17 16:00:00,South,0.8865,1.379,-0.051,1,0,0,0
SEG014,2024-07-17 17:00:00,South,0.8858,0.43,-0.0296,1,0,0,0
SEG014,2024-07-17 18:00:00,South,0.9243,1.086,-0.061,1,0,0,0
SEG014,2024-07-18 08:00:00,South,0.8475,0.093,-0.0493,1,0,0,0
SEG014,2024-07-18 17:00:00,South,0.7998,-0.602,-0.0133,1,0,0,0
SEG014,2024-07-19 07:00:00,South,0.786,-0.04,-0.0071,1,0,0,0
SEG014,2024-07-19 08:00:00,South,0.9448,0.732,-0.0709,1,0,0,0
SEG014,2024-07-19 17:00:00,South,0.8895,-0.051,-0.0374,1,0,0,0
SEG014,2024-07-19 18:00:00,South,0.8593,0.507,-0.0295,1,0,0,0
SEG014,2024-07-20 08:00:00,South,0.8065,1.415,-0.0022,1,0,0,0
SEG014,2024-07-22 17:00:00,South,0.9383,1.084,-0.0688,1,0,0,0
SEG014,2024-07-22 18:00:00,South,0.8749,0.928,-0.0323,1,0,0,0
SEG014,2024-07-23 07:00:00,South,0.8971,2.182,-0.0515,1,0,0,0
SEG014,2024-07-23 08:00:00,South,0.9884,1.984,-0.0816,1,0,0,0
SEG014,2024-07-23 17:00:00,South,1.0,1.604,-0.0723,1,0,0,0
SEG014,2024-07-23 18:00:00,South,0.9316,1.59,-0.0691,1,0,0,0
SEG014,2024-07-24 16:00:00,South,0.8411,0.887,-0.023,1,0,0,0
SEG014,2024-07-24 17:00:00,South,0.8183,-0.342,-0.008,1,0,0,0
SEG014,2024-07-25 08:00:00,South,1.0,1.775,-0.0548,1,0,0,0
SEG014,2024-07-25 17:00:00,South,0.9089,0.659,-0.0659,1,0,0,0
SEG014,2024-07-25 18:00:00,South,0.787,-0.511,-0.0173,1,0,0,0
SEG014,2024-07-26 07:00:00,South,0.823,0.381,-0.0105,1,0,0,0
SEG014,2024-07-26 08:00:00,South,1.0,1.318,-0.0716,1,0,0,0
SEG014,2024-07-26 09:00:00,South,0.8218,0.956,-0.0108,1,0,0,0
SEG014,2024-07-26 15:00:00,South,1.0,4.007,-0.0948,1,1,1,1
SEG014,2024-07-26 17:00:00,South,0.906,0.155,-0.0562,1,0,0,0
SEG014,2024-07-26 18:00:00,South,0.7372,-1.114,-0.0219,1,0,0,0
SEG014,2024-07-29 18:00:00,South,0.8374,0.444,-0.0285,1,0,0,0
SEG014,2024-07-30 17:00:00,South,0.8529,0.123,-0.0179,1,0,0,0
SEG014,2024-07-31 10:00:00,South,1.0,4.08,-0.0862,1,1,1,1
SEG014,2024-07-31 17:00:00,South,0.9683,1.374,-0.0765,1,0,0,0
SEG014,2024-08-01 07:00:00,South,0.8962,1.454,-0.0068,1,0,0,0
SEG014,2024-08-01 16:00:00,South,0.8049,0.456,-0.0087,1,0,0,0
SEG014,2024-08-01 17:00:00,South,0.8928,0.473,-0.039,1,0,0,0
SEG014,2024-08-02 09:00:00,South,0.8219,0.957,-0.0533,1,0,0,0
SEG014,2024-08-02 12:00:00,South,0.7559,1.228,-0.007,1,0,0,0
SEG014,2024-08-02 17:00:00,South,1.0,1.327,-0.0773,1,0,0,1
SEG014,2024-08-02 18:00:00,South,0.905,1.113,-0.0613,1,0,0,0
SEG014,2024-08-03 07:00:00,South,0.7188,1.17,-0.0167,1,0,0,0
SEG014,2024-08-05 08:00:00,South,0.9169,1.274,-0.0278,1,0,0,0
SEG014,2024-08-05 16:00:00,South,0.7648,0.223,-0.0098,1,0,0,0
SEG014,2024-08-05 17:00:00,South,1.0,1.716,-0.0647,1,0,0,0
SEG014,2024-08-05 18:00:00,South,0.8478,0.578,-0.0312,1,0,0,0
SEG014,2024-08-06 08:00:00,South,0.831,0.289,-0.015,1,0,0,0
SEG014,2024-08-06 16:00:00,South,0.7593,0.019,-0.0164,1,0,0,0
SEG014,2024-08-06 17:00:00,South,0.8392,-0.015,-0.0191,1,0,0,0
SEG014,2024-08-06 18:00:00,South,0.8554,0.63,-0.0206,1,0,0,0
SEG014,2024-08-07 17:00:00,South,0.9432,1.087,-0.0564,1,0,0,0
SEG014,2024-08-07 18:00:00,South,0.7958,-0.203,-0.0235,1,0,0,0
SEG014,2024-08-08 09:00:00,South,0.8022,0.824,-0.0045,1,0,0,0
SEG014,2024-08-08 17:00:00,South,0.8169,-0.404,-0.0241,1,0,0,0
SEG014,2024-08-09 09:00:00,South,0.8244,0.985,-0.0251,1,0,0,0
SEG014,2024-08-09 18:00:00,South,0.842,0.277,-0.0244,1,0,0,0
SEG014,2024-08-12 08:00:00,South,0.8176,0.207,-0.0251,1,0,0,0
SEG014,2024-08-12 13:00:00,South,0.7949,2.873,-0.0176,1,0,0,1
SEG014,2024-08-12 17:00:00,South,0.7683,-0.656,-0.0076,1,0,0,0
SEG014,2024-08-13 08:00:00,South,0.9329,1.386,-0.0753,1,0,0,0
SEG014,2024-08-14 08:00:00,South,0.7713,-0.812,-0.0303,1,0,0,0
SEG014,2024-08-14 16:00:00,South,0.9021,1.548,-0.038,1,0,0,0
SEG014,2024-08-14 17:00:00,South,0.8249,-0.266,-0.0326,1,0,0,0
SEG014,2024-08-14 18:00:00,South,1.0,1.845,-0.0695,1,0,0,1
SEG014,2024-08-14 19:00:00,South,1.0,4.192,-0.0842,1,1,1,1
SEG014,2024-08-14 20:00:00,South,0.9938,5.364,-0.063,1,1,1,0
SEG014,2024-08-15 08:00:00,South,0.9296,0.999,-0.0233,1,0,0,0
SEG014,2024-08-15 17:00:00,South,0.8218,-0.348,-0.0116,1,0,0,0
SEG014,2024-08-15 18:00:00,South,1.0,1.601,-0.0567,1,0,0,0
SEG014,2024-08-16 08:00:00,South,0.9575,0.867,-0.0703,1,0,0,0
SEG014,2024-08-16 09:00:00,South,0.8655,1.442,-0.0338,1,0,0,0
SEG014,2024-08-16 18:00:00,South,0.8829,0.82,-0.0016,1,0,0,0
SEG014,2024-08-17 06:00:00,South,1.0,5.618,-0.0901,1,1,1,1
SEG014,2024-08-17 07:00:00,South,1.0,3.911,-0.0842,1,1,1,0
SEG014,2024-08-19 07:00:00,South,0.8476,1.45,-0.0149,1,0,0,0
SEG014,2024-08-19 17:00:00,South,0.9181,0.877,-0.0619,1,0,0,0
SEG014,2024-08-20 08:00:00,South,0.8395,0.38,-0.0109,1,0,0,0
SEG014,2024-08-20 17:00:00,South,0.9006,0.603,-0.0281,1,0,0,0
SEG014,2024-08-20 18:00:00,South,0.8241,0.235,-0.0166,1,0,0,0
SEG014,2024-08-21 10:00:00,South,0.7793,1.772,-0.0086,1,0,0,0
SEG014,2024-08-21 18:00:00,South,0.7934,-0.227,-0.0001,1,0,0,0
SEG014,2024-08-22 08:00:00,South,0.8538,0.163,-0.0283,1,0,0,0
SEG014,2024-08-22 17:00:00,South,0.8987,0.541,-0.0252,1,0,0,0
SEG014,2024-08-23 08:00:00,South,0.8321,-0.466,-0.005,1,0,0,0
SEG014,2024-08-23 17:00:00,South,0.8917,-0.024,-0.0573,1,0,0,0
SEG014,2024-08-23 18:00:00,South,0.8319,0.143,-0.0114,1,0,0,0
SEG014,2024-08-26 07:00:00,South,0.7789,0.661,-0.002,1,0,0,0
SEG014,2024-08-26 08:00:00,South,0.8213,0.246,-0.0185,1,0,0,0
SEG014,2024-08-26 16:00:00,South,0.8117,0.72,-0.0237,1,0,0,0
SEG014,2024-08-26 17:00:00,South,0.9089,0.783,-0.0711,1,0,0,0
SEG014,2024-08-26 18:00:00,South,0.8846,1.054,-0.0311,1,0,0,0
SEG014,2024-08-27 08:00:00,South,0.7289,-0.811,-0.0196,1,0,0,0
SEG014,2024-08-27 09:00:00,South,0.7687,1.033,-0.0299,1,0,0,0
SEG014,2024-08-27 12:00:00,South,0.8193,2.681,-0.0196,1,0,0,1
SEG014,2024-08-27 16:00:00,South,0.8875,1.727,-0.027,1,0,0,0
SEG014,2024-08-27 17:00:00,South,0.8055,-0.354,-0.0219,1,0,0,0
SEG014,2024-08-28 08:00:00,South,0.8818,0.442,-0.0217,1,0,0,0
SEG014,2024-08-28 16:00:00,South,0.8174,0.631,-0.0109,1,0,0,0
SEG014,2024-08-28 18:00:00,South,0.9498,1.341,-0.0494,1,0,0,0
SEG014,2024-08-29 15:00:00,South,0.8084,1.473,-0.0035,1,0,0,0
SEG014,2024-08-29 16:00:00,South,0.7731,0.061,-0.0102,1,0,0,0
SEG014,2024-08-29 17:00:00,South,0.9096,0.667,-0.0615,1,0,0,0
SEG014,2024-08-30 08:00:00,South,0.8234,-0.559,-0.0047,1,0,0,0
SEG014,2024-08-30 16:00:00,South,0.8205,0.431,-0.0137,1,0,0,0
SEG014,2024-08-30 17:00:00,South,0.8129,-1.007,-0.0244,1,0,0,0
SEG014,2024-08-30 18:00:00,South,0.8922,0.943,-0.0105,1,0,0,0
SEG014,2024-09-02 16:00:00,South,0.8233,0.842,-0.0086,1,0,0,0
SEG014,2024-09-02 18:00:00,South,0.8284,0.328,-0.0027,1,0,0,0
SEG014,2024-09-03 08:00:00,South,0.8141,0.106,-0.0078,1,0,0,0
SEG014,2024-09-03 16:00:00,South,0.7711,0.176,-0.0096,1,0,0,0
SEG014,2024-09-03 17:00:00,South,0.9986,1.59,-0.0829,1,0,0,0
SEG014,2024-09-04 07:00:00,South,0.7913,0.662,-0.0107,1,0,0,0
SEG014,2024-09-04 08:00:00,South,0.8521,0.105,-0.026,1,0,0,0
SEG014,2024-09-04 15:00:00,South,0.8183,2.212,-0.0054,1,0,0,0
SEG014,2024-09-05 16:00:00,South,0.7735,0.066,-0.025,1,0,0,0
SEG014,2024-09-05 17:00:00,South,0.9314,0.92,-0.0616,1,0,0,0
SEG014,2024-09-05 18:00:00,South,0.952,1.125,-0.0703,1,0,0,0
SEG014,2024-09-06 09:00:00,South,0.7769,0.457,-0.0384,1,0,0,0
SEG014,2024-09-06 16:00:00,South,1.0,2.657,-0.0914,1,0,0,1
SEG014,2024-09-06 17:00:00,South,1.0,1.327,-0.0675,1,0,0,0
SEG014,2024-09-06 18:00:00,South,0.8191,-0.027,-0.0073,1,0,0,0
SEG014,2024-09-09 17:00:00,South,0.8967,0.658,-0.0483,1,0,0,0
SEG014,2024-09-10 19:00:00,South,0.7813,1.408,-0.0161,1,0,0,0
SEG014,2024-09-11 07:00:00,South,0.8566,1.31,-0.0023,1,0,0,0
SEG014,2024-09-11 08:00:00,South,0.8941,0.582,-0.0334,1,0,0,0
SEG014,2024-09-11 11:00:00,South,0.8927,4.377,-0.026,1,1,1,1
SEG014,2024-09-11 12:00:00,South,0.8844,2.637,-0.0223,1,0,0,0
SEG014,2024-09-11 18:00:00,South,0.9026,0.868,-0.0112,1,0,0,0
SEG014,2024-09-12 08:00:00,South,1.0,1.775,-0.0822,1,0,0,0
SEG014,2024-09-12 18:00:00,South,0.8376,-0.009,-0.0324,1,0,0,0
SEG014,2024-09-13 07:00:00,South,0.8375,0.547,-0.0395,1,0,0,0
SEG014,2024-09-13 08:00:00,South,0.9591,0.884,-0.0718,1,0,0,0
SEG014,2024-09-13 19:00:00,South,0.8761,2.495,-0.0331,1,0,0,1
SEG014,2024-09-13 20:00:00,South,0.8025,3.73,-0.0117,1,1,1,0
SEG014,2024-09-14 07:00:00,South,0.7985,1.947,-0.0052,1,0,0,0
SEG014,2024-09-14 08:00:00,South,0.8603,1.99,-0.016,1,0,0,0
SEG014,2024-09-16 08:00:00,South,0.9301,1.416,-0.0742,1,0,0,0
SEG014,2024-09-16 17:00:00,South,0.7513,-0.831,-0.0278,1,0,0,0
SEG014,2024-09-17 07:00:00,South,0.8051,0.975,-0.0182,1,0,0,0
SEG014,2024-09-17 18:00:00,South,0.7643,-0.519,-0.0006,1,0,0,0
SEG014,2024-09-18 08:00:00,South,0.8494,0.075,-0.0318,1,0,0,0
SEG014,2024-09-18 16:00:00,South,0.8403,0.879,-0.045,1,0,0,0
SEG014,2024-09-18 17:00:00,South,0.9106,0.714,-0.0369,1,0,0,0
SEG014,2024-09-18 18:00:00,South,0.9177,1.019,-0.018,1,0,0,0
SEG014,2024-09-19 08:00:00,South,0.835,-0.044,-0.0218,1,0,0,0
SEG014,2024-09-19 16:00:00,South,0.9054,1.707,-0.0359,1,0,0,0
SEG014,2024-09-19 17:00:00,South,0.9342,0.952,-0.051,1,0,0,0
SEG014,2024-09-19 18:00:00,South,0.8691,0.303,-0.0402,1,0,0,0
SEG014,2024-09-20 08:00:00,South,0.9128,0.392,-0.0542,1,0,0,0
SEG014,2024-09-20 17:00:00,South,0.8854,-0.102,-0.0183,1,0,0,0
SEG014,2024-09-20 18:00:00,South,0.8725,0.682,-0.052,1,0,0,0
SEG014,2024-09-23 07:00:00,South,0.8111,1.031,-0.0121,1,0,0,0
SEG014,2024-09-23 08:00:00,South,0.9639,1.779,-0.0651,1,0,0,0
SEG014,2024-09-23 16:00:00,South,0.9322,1.995,-0.0579,1,0,0,0
SEG014,2024-09-23 17:00:00,South,0.9198,0.895,-0.0349,1,0,0,0
SEG014,2024-09-23 18:00:00,South,0.8877,1.094,-0.0675,1,0,0,0
SEG014,2024-09-23 19:00:00,South,0.7613,1.354,-0.0064,1,0,0,0
SEG014,2024-09-24 16:00:00,South,0.8247,0.89,-0.0154,1,0,0,0
SEG014,2024-09-25 08:00:00,South,1.0,1.784,-0.0804,1,0,0,1
SEG014,2024-09-25 09:00:00,South,0.6504,-0.489,-0.0049,1,0,0,0
SEG014,2024-09-25 17:00:00,South,0.9017,0.612,-0.0545,1,0,0,0
SEG014,2024-09-25 18:00:00,South,0.7788,-0.374,-0.0216,1,0,0,0
SEG014,2024-09-26 08:00:00,South,0.8325,-0.072,-0.0136,1,0,0,0
SEG014,2024-09-26 18:00:00,South,0.8836,0.447,-0.0277,1,0,0,0
SEG014,2024-09-27 07:00:00,South,0.9325,1.629,-0.0214,1,0,0,0
SEG014,2024-09-27 08:00:00,South,0.8453,-0.326,-0.0605,1,0,0,0
SEG014,2024-09-27 15:00:00,South,0.789,1.555,-0.0062,1,0,0,0
SEG014,2024-09-27 16:00:00,South,0.9203,1.669,-0.0331,1,0,0,0
SEG014,2024-09-27 17:00:00,South,0.8485,-0.563,-0.0158,1,0,0,0
SEG014,2024-09-27 19:00:00,South,1.0,3.959,-0.0829,1,1,1,1
SEG014,2024-09-29 06:00:00,South,1.0,6.016,-0.0853,1,1,1,1
SEG014,2024-09-29 07:00:00,South,0.9524,5.313,-0.0659,1,1,1,0
SEG014,2024-09-29 08:00:00,South,0.815,3.88,-0.0375,1,1,1,0
SEG014,2024-09-30 08:00:00,South,0.8865,0.947,-0.0334,1,0,0,0
SEG014,2024-09-30 17:00:00,South,0.7393,-0.953,-0.0265,1,0,0,0
SEG014,2024-09-30 19:00:00,South,0.8472,2.203,-0.0132,1,0,0,0
SEG014,2024-10-01 08:00:00,South,0.8511,0.505,-0.0035,1,0,0,0
SEG014,2024-10-02 17:00:00,South,1.0,1.736,-0.0709,1,0,0,0
SEG014,2024-10-02 18:00:00,South,0.8607,0.448,-0.029,1,0,0,0
SEG014,2024-10-03 05:00:00,South,1.0,5.687,-0.0854,1,1,1,1
SEG014,2024-10-03 08:00:00,South,0.9065,0.744,-0.0305,1,0,0,0
SEG014,2024-10-03 09:00:00,South,0.8527,1.375,-0.0177,1,0,0,0
SEG014,2024-10-03 13:00:00,South,1.0,3.803,-0.0859,1,1,1,1
SEG014,2024-10-03 14:00:00,South,1.0,3.15,-0.0863,1,1,1,0
SEG014,2024-10-03 15:00:00,South,1.0,3.2,-0.0802,1,1,1,0
SEG014,2024-10-03 16:00:00,South,0.925,1.951,-0.0344,1,0,0,0
SEG014,2024-10-03 17:00:00,South,0.8918,0.462,-0.033,1,0,0,0
SEG014,2024-10-03 18:00:00,South,0.8337,-0.048,-0.0096,1,0,0,0
SEG014,2024-10-04 07:00:00,South,0.8162,0.304,-0.0115,1,0,0,0
SEG014,2024-10-04 16:00:00,South,0.8216,0.445,-0.0211,1,0,0,0
SEG014,2024-10-04 17:00:00,South,1.0,1.327,-0.0701,1,0,0,0
SEG014,2024-10-04 18:00:00,South,0.9404,1.583,-0.0329,1,0,0,0
SEG014,2024-10-07 08:00:00,South,1.0,2.167,-0.0654,1,0,0,0
SEG014,2024-10-07 17:00:00,South,0.9917,1.631,-0.0801,1,0,0,0
SEG014,2024-10-07 18:00:00,South,0.89,1.123,-0.0235,1,0,0,0
SEG014,2024-10-08 09:00:00,South,0.8384,1.922,-0.022,1,0,0,0
SEG014,2024-10-08 17:00:00,South,0.8192,-0.216,-0.0013,1,0,0,0
SEG014,2024-10-08 18:00:00,South,0.9204,1.449,-0.057,1,0,0,0
SEG014,2024-10-09 08:00:00,South,1.0,1.784,-0.0937,1,0,0,1
SEG014,2024-10-09 09:00:00,South,1.0,2.973,-0.0758,1,0,0,0
SEG014,2024-10-09 16:00:00,South,0.8365,0.838,-0.0276,1,0,0,0
SEG014,2024-10-09 17:00:00,South,0.8828,0.396,-0.0396,1,0,0,0
SEG014,2024-10-09 18:00:00,South,0.8313,0.153,-0.0249,1,0,0,0
SEG014,2024-10-10 08:00:00,South,0.8449,0.065,-0.0327,1,0,0,0
SEG014,2024-10-10 17:00:00,South,0.9904,1.602,-0.0832,1,0,0,0
SEG014,2024-10-10 18:00:00,South,0.8565,0.178,-0.0297,1,0,0,0
SEG014,2024-10-11 07:00:00,South,0.8177,0.321,-0.0282,1,0,0,0
SEG014,2024-10-11 08:00:00,South,1.0,1.318,-0.0425,1,0,0,0
SEG014,2024-10-11 17:00:00,South,0.862,-0.394,-0.0314,1,0,0,0
SEG014,2024-10-11 18:00:00,South,0.9313,1.462,-0.0369,1,0,0,0
SEG014,2024-10-12 17:00:00,South,0.7714,1.001,-0.0153,1,0,0,0
SEG014,2024-10-14 07:00:00,South,0.7674,0.529,-0.0164,1,0,0,0
SEG014,2024-10-14 16:00:00,South,0.8259,0.87,-0.0052,1,0,0,0
SEG014,2024-10-15 08:00:00,South,0.8634,0.638,-0.0372,1,0,0,0
SEG014,2024-10-15 16:00:00,South,0.7708,0.172,-0.0255,1,0,0,0
SEG014,2024-10-15 17:00:00,South,0.9017,0.614,-0.0335,1,0,0,0
SEG014,2024-10-15 18:00:00,South,0.8537,0.608,-0.0133,1,0,0,0
SEG014,2024-10-16 07:00:00,South,1.0,2.734,-0.0903,1,0,0,1
SEG014,2024-10-16 08:00:00,South,1.0,1.784,-0.0842,1,0,0,0
SEG014,2024-10-16 09:00:00,South,0.768,0.675,-0.0011,1,0,0,0
SEG014,2024-10-16 17:00:00,South,1.0,1.736,-0.0713,1,0,0,1
SEG014,2024-10-16 18:00:00,South,0.9689,1.533,-0.0703,1,0,0,0
SEG014,2024-10-17 07:00:00,South,0.9802,2.283,-0.0369,1,0,0,0
SEG014,2024-10-17 16:00:00,South,0.8746,1.324,-0.0397,1,0,0,0
SEG014,2024-10-17 17:00:00,South,0.8544,0.029,-0.0256,1,0,0,0
SEG014,2024-10-18 07:00:00,South,0.8484,0.671,-0.0179,1,0,0,0
SEG014,2024-10-18 08:00:00,South,0.953,0.819,-0.0716,1,0,0,0
SEG014,2024-10-18 16:00:00,South,0.8802,1.171,-0.0209,1,0,0,0
SEG014,2024-10-18 17:00:00,South,0.8238,-0.871,-0.0187,1,0,0,0
SEG014,2024-10-18 18:00:00,South,0.7941,-0.359,-0.0176,1,0,0,0
SEG014,2024-10-18 22:00:00,South,1.0,6.011,-0.0882,1,1,1,1
SEG014,2024-10-22 07:00:00,South,0.887,2.05,-0.0286,1,0,0,0
SEG014,2024-10-22 08:00:00,South,0.926,1.312,-0.0607,1,0,0,0
SEG014,2024-10-23 09:00:00,South,0.7591,0.587,-0.004,1,0,0,0
SEG014,2024-10-23 17:00:00,South,1.0,1.736,-0.0677,1,0,0,0
SEG014,2024-10-24 08:00:00,South,0.8646,0.282,-0.0433,1,0,0,0
SEG014,2024-10-24 09:00:00,South,0.7931,0.724,-0.0054,1,0,0,0
SEG014,2024-10-24 17:00:00,South,1.0,1.713,-0.0589,1,0,0,0
SEG014,2024-10-24 18:00:00,South,1.0,1.601,-0.0857,1,0,0,1
SEG014,2024-10-25 07:00:00,South,0.7963,0.077,-0.0052,1,0,0,0
SEG014,2024-10-25 08:00:00,South,0.8097,-0.704,-0.0025,1,0,0,0
SEG014,2024-10-25 16:00:00,South,0.852,0.822,-0.0399,1,0,0,0
SEG014,2024-10-25 17:00:00,South,1.0,1.327,-0.0667,1,0,0,0
SEG014,2024-10-25 18:00:00,South,0.8088,-0.164,-0.0398,1,0,0,0
SEG014,2024-10-26 17:00:00,South,1.0,3.403,-0.0745,1,1,1,1
SEG014,2024-10-26 22:00:00,South,1.0,4.606,-0.0898,1,1,1,1
SEG014,2024-10-28 08:00:00,South,0.9049,1.145,-0.0482,1,0,0,0
SEG014,2024-10-28 17:00:00,South,0.7687,-0.652,-0.0102,1,0,0,0
SEG014,2024-10-28 18:00:00,South,0.8617,0.758,-0.0427,1,0,0,0
SEG014,2024-10-29 08:00:00,South,0.8149,0.115,-0.0237,1,0,0,0
SEG014,2024-10-29 17:00:00,South,0.7787,-0.624,-0.0068,1,0,0,0
SEG014,2024-10-29 18:00:00,South,0.9744,2.13,-0.0755,1,0,0,0
SEG014,2024-10-30 07:00:00,South,0.7733,0.483,-0.0095,1,0,0,0
SEG014,2024-10-30 17:00:00,South,0.777,-0.814,-0.0095,1,0,0,0
SEG014,2024-10-30 18:00:00,South,0.8197,0.036,-0.0011,1,0,0,0
SEG014,2024-10-30 22:00:00,South,1.0,4.521,-0.0936,1,1,1,1
SEG014,2024-10-31 07:00:00,South,0.8455,0.953,-0.036,1,0,0,0
SEG014,2024-10-31 16:00:00,South,1.0,2.885,-0.0762,1,0,0,1
SEG014,2024-10-31 17:00:00,South,0.918,0.765,-0.017,1,0,0,0
SEG014,2024-11-01 08:00:00,South,1.0,1.318,-0.0735,1,0,0,0
SEG014,2024-11-01 17:00:00,South,0.9408,0.589,-0.0519,1,0,0,0
SEG014,2024-11-01 18:00:00,South,0.8612,0.532,-0.036,1,0,0,0
SEG014,2024-11-03 12:00:00,South,1.0,6.246,-0.0938,1,1,1,1
SEG014,2024-11-03 13:00:00,South,0.8005,5.718,-0.0146,1,1,1,0
SEG014,2024-11-04 07:00:00,South,0.7177,-0.041,-0.0001,1,0,0,0
SEG014,2024-11-04 08:00:00,South,0.9099,1.199,-0.0377,1,0,0,0
SEG014,2024-11-04 16:00:00,South,0.8786,1.427,-0.0255,1,0,0,0
SEG014,2024-11-04 18:00:00,South,0.8767,0.952,-0.0325,1,0,0,0
SEG014,2024-11-04 19:00:00,South,0.9895,3.611,-0.0769,1,1,1,1
SEG014,2024-11-05 08:00:00,South,0.8805,0.822,-0.0097,1,0,0,0
SEG014,2024-11-05 09:00:00,South,0.8501,2.072,-0.0106,1,0,0,0
SEG014,2024-11-05 16:00:00,South,0.7999,0.56,-0.0176,1,0,0,0
SEG014,2024-11-06 08:00:00,South,0.9141,0.809,-0.0507,1,0,0,0
SEG014,2024-11-06 17:00:00,South,0.9284,0.917,-0.0324,1,0,0,0
SEG014,2024-11-06 18:00:00,South,0.9475,1.318,-0.0698,1,0,0,0
SEG014,2024-11-07 07:00:00,South,0.79,0.405,-0.0272,1,0,0,0
SEG014,2024-11-07 10:00:00,South,0.8265,2.378,-0.0166,1,0,0,1
SEG014,2024-11-07 17:00:00,South,0.7927,-0.684,-0.0155,1,0,0,0
SEG014,2024-11-07 18:00:00,South,0.8194,-0.19,-0.0128,1,0,0,0
SEG014,2024-11-08 08:00:00,South,0.9267,0.539,-0.0642,1,0,0,0
SEG014,2024-11-08 17:00:00,South,0.9185,0.311,-0.0239,1,0,0,0
SEG014,2024-11-08 18:00:00,South,0.8238,0.035,-0.0072,1,0,0,0
SEG014,2024-11-11 17:00:00,South,0.9731,1.441,-0.0757,1,0,0,0
SEG014,2024-11-11 18:00:00,South,0.8812,1.01,-0.0457,1,0,0,0
SEG014,2024-11-12 07:00:00,South,0.8003,0.912,-0.0176,1,0,0,0
SEG014,2024-11-12 08:00:00,South,0.8087,0.048,-0.0109,1,0,0,0
SEG014,2024-11-12 16:00:00,South,0.8607,1.37,-0.022,1,0,0,0
SEG014,2024-11-12 18:00:00,South,0.9611,1.962,-0.0743,1,0,0,0
SEG014,2024-11-12 19:00:00,South,1.0,3.545,-0.0936,1,1,1,1
SEG014,2024-11-12 20:00:00,South,1.0,4.275,-0.0789,1,1,1,0
SEG014,2024-11-13 16:00:00,South,0.8924,1.443,-0.0675,1,0,0,0
SEG014,2024-11-13 17:00:00,South,1.0,1.736,-0.0761,1,0,0,0
SEG014,2024-11-13 18:00:00,South,0.8511,0.351,-0.0151,1,0,0,0
SEG014,2024-11-14 09:00:00,South,0.845,1.291,-0.0241,1,0,0,0
SEG014,2024-11-14 16:00:00,South,0.8966,1.598,-0.0533,1,0,0,0
SEG014,2024-11-14 17:00:00,South,0.9518,1.155,-0.0459,1,0,0,0
SEG014,2024-11-15 07:00:00,South,0.9804,2.175,-0.0741,1,0,0,0
SEG014,2024-11-15 08:00:00,South,0.8526,-0.248,-0.0231,1,0,0,0
SEG014,2024-11-15 17:00:00,South,1.0,1.327,-0.0623,1,0,0,0
SEG014,2024-11-16 10:00:00,South,1.0,4.416,-0.0892,1,1,1,1
SEG014,2024-11-17 22:00:00,South,0.8447,4.073,-0.0388,1,1,1,1
SEG014,2024-11-18 17:00:00,South,1.0,1.716,-0.0444,1,0,0,0
SEG014,2024-11-18 18:00:00,South,0.9441,1.822,-0.0747,1,0,0,0
SEG014,2024-11-19 08:00:00,South,0.8835,0.854,-0.0119,1,0,0,0
SEG014,2024-11-19 09:00:00,South,0.7875,1.273,-0.0112,1,0,0,0
SEG014,2024-11-19 16:00:00,South,0.8134,0.739,-0.0176,1,0,0,0
SEG014,2024-11-19 17:00:00,South,0.8697,0.292,-0.0132,1,0,0,0
SEG014,2024-11-19 18:00:00,South,0.7959,-0.121,-0.0345,1,0,0,0
SEG014,2024-11-20 18:00:00,South,0.8872,0.713,-0.0616,1,0,0,0
SEG014,2024-11-21 08:00:00,South,0.8663,0.301,-0.0122,1,0,0,0
SEG014,2024-11-21 16:00:00,South,0.8788,1.376,-0.0251,1,0,0,0
SEG014,2024-11-21 17:00:00,South,0.8646,0.147,-0.0168,1,0,0,0
SEG014,2024-11-21 18:00:00,South,1.0,1.601,-0.0749,1,0,0,0
SEG014,2024-11-22 08:00:00,South,0.9235,0.505,-0.0519,1,0,0,0
SEG014,2024-11-22 13:00:00,South,0.7823,1.663,-0.0057,1,0,0,0
SEG014,2024-11-22 15:00:00,South,0.7982,1.662,-0.0052,1,0,0,0
SEG014,2024-11-22 16:00:00,South,0.8423,0.701,-0.0395,1,0,0,0
SEG014,2024-11-22 17:00:00,South,0.9925,1.234,-0.0742,1,0,0,0
SEG014,2024-11-25 08:00:00,South,0.9446,1.571,-0.0447,1,0,0,0
SEG014,2024-11-25 18:00:00,South,0.8256,0.292,-0.0088,1,0,0,0
SEG014,2024-11-26 08:00:00,South,0.9199,1.246,-0.0601,1,0,0,0
SEG014,2024-11-26 16:00:00,South,0.8681,1.468,-0.0178,1,0,0,0
SEG014,2024-11-26 17:00:00,South,0.9414,1.014,-0.064,1,0,0,0
